0.067	0.423	0.055
0.15	0.48999999999999994	0.15
0.17	0.5099999999999999	0.06
0.25	0.3512	0.0583
0.3	0.366	0.067
0.35	0.445	0.097
0.37	0.46019999999999994	0.0378
0.38	0.497	0.045
0.4	0.394	0.068
0.44	0.41600000000000004	0.08
0.51	0.458	0.038
0.55	0.44400000000000006	0.038
0.57	0.48799999999999993	0.06
0.6	0.4295160397021415	0.09422048609511628
0.61	0.43600000000000005	0.034
0.7284999999999999	0.3712262215423378	0.07454193450669228
0.8	0.47000000000000003	0.08
0.85	0.45000000000000007	0.11
0.86	0.468950276243094	0.09513148795220225
1.36	0.48200000000000004	0.116
