0.	1.	0.008796960890725113
0.07	0.997	0.023
0.09	1.0207100591715974	0.17593921781450225
0.12	1.0147928994082838	0.3841339588949966
0.17	1.2278106508875737	0.11729281187633485
0.199	1.1094674556213013	0.07330800742270928
0.27	1.1390532544378695	0.20526242078358597
0.28	1.3136094674556211	0.5366146143342319
0.35	1.128	0.037
0.38	1.2056213017751478	0.027857042820629525
0.4	1.405325443786982	0.24924722523721154
0.4247	1.288461538461538	0.16420993662686875
0.44	1.22189349112426	0.11436049157942647
0.4783	1.1967455621301775	0.1319544133608767
0.51	1.3372781065088757	0.027857042820629525
0.55	1.364	0.063
0.593	1.538461538461538	0.1906008192990441
0.61	1.439349112426035	0.030789363117537896
0.68	1.3609467455621298	0.11729281187633485
0.73	1.4393491124260351	0.10263121039179299
0.781	1.5532544378698225	0.17593921781450225
0.875	1.8491124260355027	0.24924722523721154
0.9	1.52	0.12
1.037	2.278106508875739	0.2932320296908371
1.3	2.4852071005917153	0.24924722523721154
1.363	2.366863905325443	0.49262980988060634
1.43	2.618343195266272	0.2639088267217534
1.5	2.67	0.675
1.53	2.0710059171597623	0.20526242078358597
1.75	2.9881656804733723	0.5864640593816742
1.965	2.7588757396449695	0.7389447148209094
2.34	3.2840236686390525	0.10263121039179299
2.36	3.343195266272189	0.11729281187633485
